RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,balance_salary_ratio,products_per_year,age_group,engagement_score,credit_score_band,is_zero_balance,high_value_customer,tenure_stability,age_tenure_ratio,inactive_high_balance,clv_estimated,Exited
5614,10963012,813,1,1,71,10,0.0,2,0,1,52633.42,0.0,0.18181818181818182,3,0.65,4,1,0,2,6.454545454545454,0,3979.37,0
5615,11118060,448,1,0,64,6,15413.42,4,0,0,121361.79,0.12700284823709146,0.5714285714285714,3,0.3,0,0,0,2,9.142857142857142,0,5000.0,0
5616,19519719,787,0,0,51,7,52685.36,2,0,0,65438.85,0.8050959774510486,0.25,2,0.15,3,0,0,2,6.375,1,4288.35,0
5617,11609926,388,0,0,67,6,88848.11,2,0,0,47108.25,1.8860013691578619,0.2857142857142857,3,0.15,0,0,0,2,9.571428571428571,1,2929.19,0
5618,18436001,461,2,1,72,2,0.0,1,1,1,198989.23,0.0,0.3333333333333333,3,0.775,0,1,0,0,24.0,0,5000.0,1
5619,14470147,513,1,1,41,10,28349.0,1,1,0,130255.43,0.21763992764119208,0.09090909090909091,1,0.275,0,0,0,2,3.727272727272727,0,5000.0,0
5620,13035314,566,0,1,54,8,0.0,2,0,0,72875.47,0.0,0.2222222222222222,2,0.15,0,1,0,2,6.0,0,5000.0,0
5621,11856079,433,0,0,68,4,231523.85,1,0,1,61543.56,3.7618897592248612,0.2,3,0.575,0,0,0,1,13.6,0,2926.94,0
5622,18453892,786,0,1,67,2,160771.56,1,1,1,88709.44,1.812318369743178,0.3333333333333333,3,0.775,3,0,0,0,22.333333333333332,0,3706.38,0
5623,11549267,666,1,1,55,7,233922.63,2,0,0,156916.15,1.4907397311256292,0.25,2,0.15,1,0,1,2,6.875,1,5000.0,0
5624,16849715,669,1,0,37,4,0.0,2,1,1,154988.67,0.0,0.4,1,0.85,1,1,0,1,7.4,0,5000.0,0
5625,18156268,703,0,1,86,9,217683.71,2,0,1,116972.98,1.8609583943369286,0.2,3,0.65,2,0,0,2,8.6,0,5000.0,0
5626,11666274,651,1,1,58,2,0.0,2,0,1,165937.37,0.0,0.6666666666666666,2,0.65,1,1,0,0,19.333333333333332,0,5000.0,0
5627,15599180,654,1,1,58,5,63051.38,1,1,0,110378.58,0.5712232280644662,0.16666666666666666,2,0.275,1,0,0,1,9.666666666666666,1,5000.0,1
5628,12194400,663,2,0,53,1,0.0,2,0,0,161372.87,0.0,1.0,2,0.15,1,1,0,0,26.5,0,5000.0,0
5629,15075678,697,0,0,75,7,105743.28,2,1,0,162309.7,0.6514868089411233,0.25,3,0.35,2,0,0,2,9.375,1,5000.0,0
5630,13836363,807,0,1,40,4,54600.64,1,1,1,116897.29,0.4670781753950379,0.2,1,0.775,4,0,0,1,8.0,0,5000.0,0
5631,16745820,408,0,0,88,2,186141.35,2,0,0,44792.49,4.155544700803621,0.6666666666666666,3,0.15,0,0,0,0,29.333333333333332,1,2184.21,0
5632,16518732,584,0,1,22,6,189956.8,1,0,0,149629.62,1.2695048647128508,0.14285714285714285,0,0.075,1,0,0,2,3.142857142857143,1,5000.0,0
5633,12866242,401,0,1,18,6,76169.44,2,0,0,168425.11,0.4522424700065804,0.2857142857142857,0,0.15,0,0,0,2,2.5714285714285716,1,5000.0,1
5634,15231958,400,0,0,56,3,200948.4,2,1,1,110976.02,1.8107208140928635,0.5,2,0.85,0,0,0,1,14.0,0,5000.0,0
5635,17281252,823,0,0,82,10,45095.23,2,1,0,144547.05,0.31197397681947286,0.18181818181818182,3,0.35,4,0,0,2,7.454545454545454,0,5000.0,0
5636,17964651,560,1,0,18,0,14862.07,1,0,1,102879.37,0.14445972540728616,1.0,0,0.575,0,0,0,0,18.0,0,3703.95,0
5637,13902341,688,0,0,68,3,45434.97,1,0,0,11234.05,4.044038077267124,0.25,3,0.075,2,0,0,1,17.0,0,502.15,0
5638,10466105,701,1,1,47,2,0.0,2,0,0,158422.74,0.0,0.6666666666666666,2,0.15,2,1,0,0,15.666666666666666,0,5000.0,1
5639,17139542,317,0,1,19,10,17330.31,1,1,0,95823.62,0.1808544609934274,0.09090909090909091,0,0.275,0,0,0,2,1.7272727272727273,0,5000.0,0
5640,11404031,571,1,1,45,2,31897.65,1,1,1,193171.89,0.16512487854791633,0.3333333333333333,1,0.775,0,0,0,0,15.0,0,5000.0,0
5641,17965130,399,0,1,66,2,79162.16,1,0,1,15418.74,5.133819376980417,0.3333333333333333,3,0.575,0,0,0,0,22.0,0,644.73,0
5642,16442456,472,2,1,65,6,0.0,2,1,0,175045.5,0.0,0.2857142857142857,3,0.35,0,1,0,2,9.285714285714286,0,5000.0,1
5643,18100363,403,2,1,81,2,0.0,2,1,1,35983.41,0.0,0.6666666666666666,3,0.85,0,1,0,0,27.0,0,1753.17,0
5644,17129002,667,0,1,92,3,248426.02,1,1,1,25273.69,9.829043204882039,0.25,3,0.775,1,0,0,1,23.0,0,1130.9,0
5645,15653383,372,1,0,22,2,29011.82,2,1,1,87055.99,0.3332508969124708,0.6666666666666666,0,0.85,0,0,0,0,7.333333333333333,0,4241.7,0
5646,12076700,548,0,1,82,5,5451.17,2,1,0,44486.47,0.12253270415242763,0.3333333333333333,3,0.35,0,0,0,1,13.666666666666666,0,2615.99,1
5647,19710667,468,1,1,18,8,0.0,2,0,0,134563.71,0.0,0.2222222222222222,0,0.15,0,1,0,2,2.0,0,5000.0,0
5648,18862063,830,0,0,91,5,152795.14,1,1,1,125206.79,1.2203325368173978,0.16666666666666666,3,0.775,4,0,0,1,15.166666666666666,0,5000.0,0
5649,12747597,734,0,0,76,9,62862.88,2,0,1,168931.73,0.37211782465126797,0.2,3,0.65,2,0,0,2,7.6,0,5000.0,0
5650,17069342,494,0,1,89,2,200275.22,2,0,1,171528.92,1.1675818422815099,0.6666666666666666,3,0.65,0,0,1,0,29.666666666666668,0,5000.0,0
5651,14932680,461,2,0,23,9,0.0,1,1,0,65548.79,0.0,0.1,0,0.275,0,1,0,2,2.3,0,4058.87,0
5652,11720982,695,0,0,23,8,0.0,2,0,0,156808.59,0.0,0.2222222222222222,0,0.15,2,1,0,2,2.5555555555555554,0,5000.0,0
5653,15980019,647,1,0,91,0,236729.71,2,1,1,188723.92,1.2543638116259368,2.0,3,0.85,1,0,1,0,91.0,0,5000.0,0
5654,17099316,605,0,1,39,7,0.0,1,0,0,70906.09,0.0,0.125,1,0.075,1,1,0,2,4.875,0,3982.25,0
5655,19221636,339,0,1,46,10,121531.96,2,1,0,78037.79,1.5573275802969269,0.18181818181818182,2,0.35,0,0,0,2,4.181818181818182,1,5000.0,1
5656,12292296,342,0,0,40,7,0.0,1,1,0,39033.61,0.0,0.125,1,0.275,0,1,0,2,5.0,0,2192.15,0
5657,17077260,650,2,1,29,2,148185.8,1,1,0,199216.91,0.7438377402915229,0.3333333333333333,0,0.275,1,0,0,0,9.666666666666666,1,5000.0,0
5658,11645715,558,2,0,23,4,22426.89,2,0,0,191210.97,0.11728810701547607,0.4,0,0.15,0,0,0,1,4.6,0,5000.0,0
5659,11726844,757,0,0,28,9,128568.91,1,0,1,144672.51,0.888683145933212,0.1,0,0.575,3,0,0,2,2.8,0,5000.0,0
5660,19352736,316,1,0,81,3,0.0,2,1,0,14513.66,0.0,0.5,3,0.35,0,1,0,1,20.25,0,755.88,1
5661,19317013,402,0,0,20,5,107275.45,2,1,1,107463.51,0.9982407215182018,0.3333333333333333,0,0.85,0,0,0,1,3.3333333333333335,0,5000.0,0
5662,10747191,735,0,0,85,6,0.0,1,0,1,175823.74,0.0,0.14285714285714285,3,0.575,2,1,0,2,12.142857142857142,0,5000.0,0
5663,15474530,839,1,0,34,9,86777.39,1,0,0,26906.91,3.224976967739226,0.1,1,0.075,4,0,0,2,3.4,1,1667.24,1
5664,12793336,704,0,0,63,10,0.0,1,0,1,89847.94,0.0,0.09090909090909091,3,0.575,2,1,0,2,5.7272727272727275,0,5000.0,0
5665,14068908,307,0,1,37,7,243016.16,2,0,1,27637.28,8.792738187759875,0.25,1,0.65,0,0,0,2,4.625,0,1813.23,1
5666,13395060,327,1,0,84,4,0.0,1,0,0,180193.51,0.0,0.2,3,0.075,0,1,0,1,16.8,0,5000.0,0
5667,16960669,783,0,0,21,4,249256.85,2,1,1,130595.02,1.9086098489065746,0.4,0,0.85,3,0,0,1,4.2,0,5000.0,0
5668,16293862,575,2,0,71,7,48375.11,2,1,1,127836.39,0.3784112770137125,0.25,3,0.85,0,0,0,2,8.875,0,5000.0,0
5669,11578477,573,1,1,88,0,126062.55,2,1,1,70186.11,1.7960926158663606,2.0,3,0.85,0,0,0,0,88.0,0,2949.23,1
5670,19216234,829,2,1,51,4,197138.95,2,1,0,87479.84,2.2535100257382075,0.4,2,0.35,4,0,0,1,10.2,1,4852.14,1
5671,17542906,436,1,0,51,3,232605.74,2,0,0,153793.23,1.5124477686841695,0.5,2,0.15,0,0,1,1,12.75,1,5000.0,0
5672,13997483,456,2,1,29,10,64018.45,1,0,1,26900.45,2.379739753805092,0.09090909090909091,0,0.575,0,0,0,2,2.6363636363636362,0,1743.87,0
5673,13772772,678,0,0,83,9,247000.55,1,1,0,142473.57,1.7336465728585808,0.1,3,0.275,2,0,0,2,8.3,1,5000.0,1
5674,16913387,798,1,1,89,2,0.0,1,1,1,104418.92,0.0,0.3333333333333333,3,0.775,3,1,0,0,29.666666666666668,0,4360.81,0
5675,18361160,501,1,1,55,7,0.0,4,0,1,89243.65,0.0,0.5,2,0.8,0,1,0,2,6.875,0,5000.0,0
5676,13834472,383,2,1,69,5,132004.13,2,0,0,130349.13,1.0126889018062353,0.3333333333333333,3,0.15,0,0,0,1,11.5,1,5000.0,0
5677,17213491,330,0,0,74,9,0.0,1,1,1,13332.46,0.0,0.1,3,0.775,0,1,0,2,7.4,0,825.56,0
5678,18431318,303,1,1,44,5,31680.6,1,1,0,110944.95,0.2855498555828311,0.16666666666666666,1,0.275,0,0,0,1,7.333333333333333,0,5000.0,0
5679,11638507,506,2,0,18,7,0.0,1,1,1,117814.44,0.0,0.125,0,0.775,0,1,0,2,2.25,0,5000.0,0
5680,18361669,592,0,0,27,8,163611.93,1,0,0,31242.65,5.236645846435995,0.1111111111111111,0,0.075,1,0,0,2,3.0,1,1846.36,0
5681,18579042,569,2,0,85,9,140697.57,1,0,1,32247.9,4.362864159707773,0.1,3,0.575,0,0,0,2,8.5,0,1998.34,0
5682,16809838,431,0,1,77,7,111025.46,2,0,0,83143.53,1.335330899098233,0.25,3,0.15,0,0,0,2,9.625,1,5000.0,1
5683,18900379,672,0,1,25,3,158392.94,2,0,0,185196.26,0.8552661092286138,0.5,0,0.15,2,0,1,1,6.25,1,5000.0,0
5684,13172415,784,1,0,78,8,0.0,2,0,1,125829.26,0.0,0.2222222222222222,3,0.65,3,1,0,2,8.666666666666666,0,5000.0,0
5685,17959236,428,0,1,84,3,39622.88,1,1,1,116246.9,0.3408481357512695,0.25,3,0.775,0,0,0,1,21.0,0,5000.0,0
5686,11600409,671,0,1,58,8,0.0,1,1,0,195056.74,0.0,0.1111111111111111,2,0.275,2,1,0,2,6.444444444444445,0,5000.0,0
5687,19326373,600,0,0,51,10,0.0,1,1,1,112379.52,0.0,0.09090909090909091,2,0.775,1,1,0,2,4.636363636363637,0,5000.0,0
5688,13868998,678,0,1,92,5,0.0,1,1,1,14960.32,0.0,0.16666666666666666,3,0.775,2,1,0,1,15.333333333333334,0,754.21,0
5689,13486771,308,2,1,83,9,226118.79,1,1,1,168987.67,1.3380707120779163,0.1,3,0.775,0,0,1,2,8.3,0,5000.0,0
5690,15311407,670,2,0,46,1,235769.17,2,0,1,191765.0,1.229462834913384,1.0,2,0.65,2,0,1,0,23.0,0,5000.0,0
5691,13926493,711,1,1,53,4,0.0,2,1,1,194383.92,0.0,0.4,2,0.85,2,1,0,1,10.6,0,5000.0,0
5692,13483097,674,0,1,88,9,70084.31,2,1,1,50145.21,1.397599340009943,0.2,3,0.85,2,0,0,2,8.8,0,3623.39,0
5693,12811592,763,1,1,87,8,200723.47,2,0,0,113225.08,1.7727671045398727,0.2222222222222222,3,0.15,3,0,0,2,9.666666666666666,1,5000.0,1
5694,19967184,711,2,0,65,3,49549.64,4,1,0,87213.99,0.568132152511856,1.0,3,0.5,2,0,0,1,16.25,0,5000.0,0
5695,12649816,842,1,0,66,5,0.0,2,0,0,93794.84,0.0,0.3333333333333333,3,0.15,4,1,0,1,11.0,0,5000.0,0
5696,18580283,669,0,0,73,1,248590.05,1,0,1,71021.16,3.5001758606046334,0.5,3,0.575,1,0,0,0,36.5,0,2763.99,0
5697,16723094,545,0,0,39,8,0.0,1,0,1,15272.41,0.0,0.1111111111111111,1,0.575,0,1,0,2,4.333333333333333,0,901.82,0
5698,16013727,759,2,1,86,1,232748.14,2,0,0,48215.66,4.827131120239353,1.0,3,0.15,3,0,0,0,43.0,1,2189.64,1
5699,18379839,682,2,0,40,6,28979.93,2,0,1,26748.49,1.0833825243023325,0.2857142857142857,1,0.65,2,0,0,2,5.714285714285714,0,1663.18,0
5700,19310109,607,0,1,80,5,118225.98,2,0,0,102306.64,1.1555928765437262,0.3333333333333333,3,0.15,1,0,0,1,13.333333333333334,1,5000.0,1
5701,15101838,618,2,0,79,6,193430.38,2,1,1,44700.59,4.327147647320823,0.2857142857142857,3,0.85,1,0,0,2,11.285714285714286,0,2780.7,0
5702,18632806,493,0,0,39,4,43223.41,2,1,1,105298.42,0.41048098840430464,0.4,1,0.85,0,0,0,1,7.8,0,5000.0,0
5703,17162030,638,0,1,78,0,193396.14,1,1,0,48028.07,4.026647611540262,1.0,3,0.275,1,0,0,0,78.0,1,1731.13,1
5704,12378503,557,2,0,83,7,0.0,1,1,0,139508.48,0.0,0.125,3,0.275,0,1,0,2,10.375,0,5000.0,0
5705,12096809,372,1,0,55,9,222366.87,1,1,0,184631.1,1.2043781660935449,0.1,2,0.275,0,0,1,2,5.5,1,5000.0,1
5706,12021902,542,0,1,58,6,107312.61,1,0,1,120817.07,0.8882165556857513,0.14285714285714285,2,0.575,0,0,0,2,8.285714285714286,0,5000.0,0
5707,11051846,823,2,0,56,0,0.0,2,0,1,29738.18,0.0,2.0,2,0.65,4,1,0,0,56.0,0,1249.29,0
5708,11045105,483,2,0,21,1,229631.77,1,0,0,39960.45,5.746332277732665,0.5,0,0.075,0,0,0,0,10.5,1,1556.06,1
5709,12992083,673,0,1,58,3,179634.04,2,0,1,165429.39,1.085858771172576,0.5,2,0.65,2,0,1,1,14.5,0,5000.0,0
5710,19132137,528,1,1,68,3,118428.2,2,0,0,89059.17,1.3297549286061323,0.5,3,0.15,0,0,0,1,17.0,1,4639.51,1
5711,11598991,457,2,0,60,1,240452.07,2,1,0,139474.43,1.723974394629936,1.0,2,0.35,0,0,0,0,30.0,1,5000.0,1
5712,16462299,512,1,1,55,9,0.0,3,0,1,138582.65,0.0,0.3,2,0.725,0,1,0,2,5.5,0,5000.0,0
5713,11038989,828,2,1,55,8,0.0,2,0,1,50493.53,0.0,0.2222222222222222,2,0.65,4,1,0,2,6.111111111111111,0,3478.28,0
5714,16294397,361,1,0,58,8,93500.87,2,0,1,65590.45,1.4255039338206428,0.2222222222222222,2,0.65,0,0,0,2,6.444444444444445,0,4518.84,1
5715,15733485,668,0,0,87,10,209505.27,2,1,1,146737.42,1.4277465301861638,0.18181818181818182,3,0.85,1,0,0,2,7.909090909090909,0,5000.0,1
5716,15395738,757,0,1,48,9,0.0,1,0,1,12260.86,0.0,0.1,2,0.575,3,1,0,2,4.8,0,759.44,0
5717,11850514,402,2,1,34,1,157303.71,2,1,1,103038.96,1.5266282129767905,1.0,1,0.85,0,0,0,0,17.0,0,4675.48,0
5718,10482146,716,2,0,22,0,234371.66,2,0,1,35580.08,6.586974313314829,2.0,0,0.65,2,0,0,0,22.0,0,1496.93,0
5719,16215108,650,0,1,83,8,0.0,1,1,1,107137.45,0.0,0.1111111111111111,3,0.775,1,1,0,2,9.222222222222221,0,5000.0,0
5720,10902551,485,0,0,31,10,198773.39,1,0,1,102745.56,1.934598978301561,0.09090909090909091,1,0.575,0,0,0,2,2.8181818181818183,0,5000.0,1
5721,16161022,397,2,0,49,7,203638.01,1,1,0,115194.79,1.7677556619039638,0.125,2,0.275,0,0,0,2,6.125,1,5000.0,0
5722,19615936,820,0,1,74,9,20529.27,1,1,0,77044.1,0.2664578279475268,0.1,3,0.275,4,0,0,2,7.4,0,4771.06,0
5723,10010987,408,0,0,31,6,181971.94,2,1,1,53557.85,3.3976073048618485,0.2857142857142857,1,0.85,0,0,0,2,4.428571428571429,0,3331.03,0
5724,18314850,823,2,0,35,4,208443.38,2,0,1,99322.77,2.0986253340967624,0.4,1,0.65,4,0,0,1,7.0,0,5000.0,0
5725,19096109,657,2,0,65,1,136409.65,1,0,1,98551.56,1.3841309652433178,0.5,3,0.575,1,0,0,0,32.5,0,3833.24,0
5726,15571559,772,2,1,65,7,32239.82,1,1,1,98709.09,0.3266111904061682,0.125,3,0.775,3,0,0,2,8.125,0,5000.0,0
5727,10983485,463,1,1,36,3,24337.5,2,1,1,111394.19,0.21847891277890902,0.5,1,0.85,0,0,0,1,9.0,0,5000.0,0
5728,15631028,316,0,0,58,2,10770.2,2,1,0,101849.34,0.1057453514637261,0.6666666666666666,2,0.35,0,0,0,0,19.333333333333332,0,4962.22,0
5729,10473858,661,2,0,70,9,0.0,1,1,0,74889.14,0.0,0.1,3,0.275,1,1,0,2,7.0,0,4637.33,0
5730,15372673,504,0,0,34,7,157197.67,2,1,1,64385.28,2.4414777496075253,0.25,1,0.85,0,0,0,2,4.25,0,4220.21,1
5731,18906938,603,0,1,51,4,0.0,1,1,0,149476.9,0.0,0.2,2,0.275,1,1,0,1,10.2,0,5000.0,0
5732,13409844,551,2,1,39,8,0.0,1,1,0,113211.99,0.0,0.1111111111111111,1,0.275,0,1,0,2,4.333333333333333,0,5000.0,0
5733,12212379,477,1,1,88,8,0.0,1,1,1,30850.03,0.0,0.1111111111111111,3,0.775,0,1,0,2,9.777777777777779,0,1821.48,0
5734,16796867,696,2,0,46,5,171813.09,1,0,1,49280.54,3.4863579750145792,0.16666666666666666,2,0.575,2,0,0,1,7.666666666666667,0,2485.67,0
5735,15129191,575,0,0,82,10,221394.1,1,0,1,98743.85,2.2420824984796677,0.09090909090909091,3,0.575,0,0,0,2,7.454545454545454,0,5000.0,0
5736,12819194,649,2,0,84,0,207488.55,1,1,1,16048.83,12.927772443695664,1.0,3,0.775,1,0,0,0,84.0,0,580.02,0
5737,15686344,670,1,1,30,5,180184.72,1,1,0,33916.7,5.312409744764533,0.16666666666666666,0,0.275,2,0,0,1,5.0,1,1711.41,0
5738,12639321,673,1,0,88,4,76620.22,2,1,0,35833.88,2.1381464093084728,0.4,3,0.35,2,0,0,1,17.6,1,1987.6,1
5739,10879903,481,2,1,21,1,235410.59,2,0,1,174962.62,1.3454830781393299,1.0,0,0.65,0,0,1,0,10.5,0,5000.0,0
5740,10468166,722,0,1,47,7,215999.63,2,1,0,82479.61,2.6187928290055082,0.25,2,0.35,2,0,0,2,5.875,1,5000.0,0
5741,11606629,420,1,0,29,1,0.0,1,1,1,173691.31,0.0,0.5,0,0.775,0,1,0,0,14.5,0,5000.0,0
5742,19993871,822,1,1,21,7,156668.84,1,0,1,79540.88,1.9696396414065143,0.125,0,0.575,4,0,0,2,2.625,0,4468.87,0
5743,13727532,745,2,0,59,8,86579.04,1,1,1,144336.87,0.5998359266351928,0.1111111111111111,2,0.775,3,0,0,2,6.555555555555555,0,5000.0,0
5744,12854401,603,2,0,63,5,0.0,1,1,1,109181.71,0.0,0.16666666666666666,3,0.775,1,1,0,1,10.5,0,5000.0,1
5745,14588946,399,1,1,61,2,0.0,2,0,0,53496.78,0.0,0.6666666666666666,3,0.15,0,1,0,0,20.333333333333332,0,2606.42,1
5746,15765323,798,0,1,49,10,0.0,2,0,0,181447.47,0.0,0.18181818181818182,2,0.15,3,1,0,2,4.454545454545454,0,5000.0,0
5747,16302316,605,0,1,77,7,0.0,1,0,0,176412.84,0.0,0.125,3,0.075,1,1,0,2,9.625,0,5000.0,0
5748,14731814,748,2,0,54,1,234076.13,1,0,1,152189.46,1.538047325699653,0.5,2,0.575,3,0,1,0,27.0,0,5000.0,0
5749,17879631,315,2,1,58,8,126880.26,2,1,1,136150.99,0.9319016196531539,0.2222222222222222,2,0.85,0,0,0,2,6.444444444444445,0,5000.0,0
5750,18173125,486,2,1,51,1,104071.38,2,0,0,94191.41,1.1048807435758359,1.0,2,0.15,0,0,0,0,25.5,1,4273.66,0
5751,15165156,465,0,1,33,6,161646.39,2,1,1,35295.71,4.579644675098614,0.2857142857142857,1,0.85,0,0,0,2,4.714285714285714,0,2195.69,0
5752,18173541,748,0,0,67,2,75154.36,1,0,0,89883.72,0.8361194205199727,0.3333333333333333,3,0.075,3,0,0,0,22.333333333333332,1,3754.54,1
5753,11659116,555,2,1,80,6,7157.56,2,1,1,147850.51,0.048410462632407336,0.2857142857142857,3,0.85,0,0,0,2,11.428571428571429,0,5000.0,0
5754,18823836,364,2,1,40,8,183824.1,2,1,0,101142.19,1.8174639340523076,0.2222222222222222,1,0.35,0,0,0,2,4.444444444444445,1,5000.0,0
5755,16564593,638,0,1,52,8,0.0,2,1,0,196711.92,0.0,0.2222222222222222,2,0.35,1,1,0,2,5.777777777777778,0,5000.0,0
5756,18779405,387,1,1,84,8,63183.43,1,1,1,129596.54,0.48753572019962726,0.1111111111111111,3,0.775,0,0,0,2,9.333333333333334,0,5000.0,0
5757,15277921,546,0,1,33,7,0.0,2,1,1,40654.56,0.0,0.25,1,0.85,0,1,0,2,4.125,0,2663.82,0
5758,12313165,846,0,1,49,8,44469.22,1,1,0,24864.31,1.7884040054195987,0.1111111111111111,2,0.275,4,0,0,2,5.444444444444445,0,1468.73,0
5759,15370647,539,0,0,38,9,0.0,1,1,0,50827.94,0.0,0.1,1,0.275,0,1,0,2,3.8,0,3147.4,0
5760,16466405,536,0,1,43,9,130513.29,2,1,0,112736.05,1.1576787755223326,0.2,1,0.35,0,0,0,2,4.3,1,5000.0,0
5761,17584401,322,0,1,52,8,243725.35,3,0,1,193701.72,1.2582443344109986,0.3333333333333333,2,0.725,0,0,1,2,5.777777777777778,0,5000.0,0
5762,13248970,553,2,0,87,4,64760.49,3,1,0,197744.39,0.32749430972828236,0.6,3,0.425,0,0,0,1,17.4,1,5000.0,1
5763,19014628,827,1,1,18,3,0.0,2,0,0,155068.97,0.0,0.5,0,0.15,4,1,0,1,4.5,0,5000.0,0
5764,16932843,824,2,1,44,3,134364.03,2,0,0,56020.3,2.398445412726945,0.5,1,0.15,4,0,0,1,11.0,1,2919.17,1
5765,13533914,830,0,1,82,6,179662.58,1,0,1,198616.92,0.9045637976674007,0.14285714285714285,3,0.575,4,0,1,2,11.714285714285714,0,5000.0,0
5766,14898305,499,0,1,24,6,132890.52,2,0,1,188338.73,0.7055894154674639,0.2857142857142857,0,0.65,0,0,0,2,3.4285714285714284,0,5000.0,0
5767,16665387,336,0,1,55,4,184683.65,1,1,1,133832.11,1.3799548557154504,0.2,2,0.775,0,0,0,1,11.0,0,5000.0,0
5768,12200360,430,1,0,29,4,0.0,2,0,1,12991.89,0.0,0.4,0,0.65,0,1,0,1,5.8,0,720.34,0
5769,17796861,416,0,1,59,7,74282.34,2,0,1,57500.9,1.2918240962472542,0.25,2,0.65,0,0,0,2,7.375,0,3768.27,0
5770,10187250,342,1,0,71,5,0.0,2,0,1,102279.22,0.0,0.3333333333333333,3,0.65,0,1,0,1,11.833333333333334,0,5000.0,0
5771,12454628,690,2,0,65,0,0.0,2,1,0,66559.43,0.0,2.0,3,0.35,2,1,0,0,65.0,0,2795.71,0
5772,19258152,587,2,1,60,1,0.0,1,1,1,126429.27,0.0,0.5,2,0.775,1,1,0,0,30.0,0,4915.73,0
5773,15759664,697,0,0,73,3,0.0,2,0,0,118395.65,0.0,0.5,3,0.15,2,1,0,1,18.25,0,5000.0,0
5774,12961586,410,1,1,58,4,144290.87,1,0,0,196713.59,0.7335036511526675,0.2,2,0.075,0,0,0,1,11.6,1,5000.0,1
5775,19385851,683,0,1,63,8,0.0,1,0,0,93075.27,0.0,0.1111111111111111,3,0.075,2,1,0,2,7.0,0,5000.0,0
5776,12600493,335,0,0,24,5,0.0,1,1,1,15603.41,0.0,0.16666666666666666,0,0.775,0,1,0,1,4.0,0,786.43,0
5777,17543165,697,1,1,19,4,0.0,1,0,0,19536.74,0.0,0.2,0,0.075,2,1,0,1,3.8,0,928.6,0
5778,16744655,748,1,0,30,0,127026.24,2,0,0,40045.86,3.1719400722054116,2.0,0,0.15,3,0,0,0,30.0,1,1683.44,1
5779,10302773,439,1,0,58,0,154084.02,1,0,1,57723.76,2.6692881875992205,1.0,2,0.575,0,0,0,0,58.0,0,2079.67,0
5780,15545293,481,0,1,47,10,98483.74,2,1,0,137309.73,0.7172326590937212,0.18181818181818182,2,0.35,0,0,0,2,4.2727272727272725,1,5000.0,0
5781,14209807,539,2,1,45,9,98550.07,1,0,1,138770.45,0.7101609877247805,0.1,1,0.575,0,0,0,2,4.5,0,5000.0,0
5782,15520763,619,2,0,51,0,90117.97,1,1,0,170179.3,0.5295440776635134,1.0,2,0.275,1,0,0,0,51.0,1,5000.0,0
5783,13396090,591,0,1,92,4,0.0,2,0,1,10914.82,0.0,0.4,3,0.65,1,1,0,1,18.4,0,605.28,0
5784,18092387,357,2,1,46,10,99188.28,1,1,0,138894.58,0.7141212124964669,0.09090909090909091,2,0.275,0,0,0,2,4.181818181818182,1,5000.0,0
5785,18843889,508,0,1,51,7,147179.96,1,0,1,116668.77,1.2615089581474275,0.125,2,0.575,0,0,0,2,6.375,0,5000.0,0
5786,14449195,578,1,1,55,0,243191.97,1,0,1,58760.28,4.138643167745835,1.0,2,0.575,0,0,0,0,55.0,0,2117.95,0
5787,14364574,638,2,0,76,4,12373.13,1,0,0,123770.63,0.09996741579633393,0.2,3,0.075,1,0,0,1,15.2,0,5000.0,0
5788,13409499,648,2,1,73,9,0.0,2,0,0,37838.01,0.0,0.2,3,0.15,1,1,0,2,7.3,0,2733.61,0
5789,11061415,666,2,1,91,3,0.0,1,0,0,13903.63,0.0,0.25,3,0.075,1,1,0,1,22.75,0,620.86,1
5790,16882673,547,0,0,65,6,180592.84,2,1,0,99951.4,1.8067884312932956,0.2857142857142857,3,0.35,0,0,0,2,9.285714285714286,1,5000.0,0
5791,16624725,576,2,0,89,3,97232.36,2,0,1,131143.02,0.7414166501835159,0.5,3,0.65,0,0,0,1,22.25,0,5000.0,0
5792,17552462,485,1,0,63,2,26993.52,2,1,1,114718.39,0.23530041434146398,0.6666666666666666,3,0.85,0,0,0,0,21.0,0,5000.0,0
5793,19588933,449,0,0,58,9,130913.95,2,1,0,160024.91,0.8180797097170077,0.2,2,0.35,0,0,0,2,5.8,1,5000.0,1
5794,12237904,471,0,1,59,2,197048.2,1,0,1,54762.47,3.5981686332148057,0.3333333333333333,2,0.575,0,0,0,0,19.666666666666668,0,2288.94,0
5795,15800820,541,2,1,54,6,108608.03,3,1,0,75002.54,1.4480387192391186,0.42857142857142855,2,0.425,0,0,0,2,7.714285714285714,1,5000.0,0
5796,13854239,360,1,0,33,3,0.0,1,1,0,121840.29,0.0,0.25,1,0.275,0,1,0,1,8.25,0,5000.0,0
5797,11333624,420,1,1,45,6,76169.58,2,1,0,83670.77,0.9103378594715995,0.2857142857142857,1,0.35,0,0,0,2,6.428571428571429,1,5000.0,1
5798,18438888,363,2,0,63,8,126314.39,1,0,0,157485.57,0.8020645188983416,0.1111111111111111,3,0.075,0,0,0,2,7.0,1,5000.0,0
